职位名称,公司名称,工作地点,参考月薪,学历要求,发布时间,岗位职责
高级项目经理（战略规划）,福建恒安集团有限公司,泉州市,22500,本科,2019-5-6 15:18,主要职责：（1）负责对公司中、长期发展规划进行研究并提交战略规划报告，对公司发展战略提出建议方案；负责战略规划机制制定与优化；（2）负责做好战略定期评估报告工作；诊断、修订战略以适应环境的变化；（...
项目经理,福建恒安集团有限公司,泉州市,15000,本科,2019-5-6 15:18,（1）参与对公司中、长期发展规划进行研究并提交报告；（2）对目标行业与目标公司信息进行调研与收集，负责跟踪目标行业与目标公司发展动态，把握目标行业与目标公司发展趋势；（3）负责根据战略规划，组织集团...
康养投资拓展岗,华润置地（厦门）有限公司,福州市,0,本科,2019-5-6 14:47,岗位职责:1.参与康养业务战略研究，包括区域分析、业态研究和经营研究等； 2.负责搜集、拓展并研判康养项目投资机会； 3.通过参加土地招拍挂、收并购等方式，完成康养项目投资落地。任职资格:1.全日制本科以上...
客户经理,厦门骏德行典当有限公司,厦门市思明区,0,大专,2019-5-6 14:36,"岗位职责：1.负责房地产等金融业务的调研、开发与拓展；2.业务的跟踪管理及风险控制。任职资格：1.性别不限，年龄28岁--45岁,大专以上学历；2.有银行、担保、典当、融资租赁或房产经纪相关工作经验，熟悉..."
业务部经理,厦门骏德行典当有限公司,厦门市、厦门市思明区,0,本科,2019-5-6 14:36,"岗位职责：1.具有一定的领导和管理力，负责公司业务团队的管理及建设。2.负责公司业务的开发与拓展；3.银行及客户等外界关系的维护。任职资格：1.性别不限，年龄30岁--40岁,本科以上学历，金融、财经等经..."
招商专员,福建省星元汇信息科技有限公司,福建省,9000,大专,2019-5-6 14:24,任职条件：1.大专以上学历，金融、市场营销等专业优先考虑。勤劳，用心者可以适当放宽要求；2.熟悉办公软件和各类业务开展渠道，有较强服务意识；3.有销售经验的人优先考虑。4.表达能力强，逻辑思维清晰；5.具备较...
营销策划岗,国信证券股份有限公司福建分公司,厦门市,7500,本科,2019-5-6 14:23,【岗位职责】1、策划推动线上、线下各类客户营销服务活动开展，推动公司品牌宣传战略；2、整合公司各类专业资源，支持业务团队进行各类活动开展；3、维护公司当地媒体、广告资源4、销售队伍内部培训工作，优...
衍生品风控岗,国信证券股份有限公司福建分公司,厦门市,7500,本科,2019-5-6 14:23,【岗位职责】1.负责公司客户的衍生品交易的风险管理（期货、期权），包括客户交易风险的动态监控、风险测算、风险评估、追加保证金通知等；2.及时发现、处理、防范重大风险事件；3.负责客户的日常咨询工作；组...
档案管理员,国信证券股份有限公司福建分公司,厦门市,5250,本科,2019-5-6 14:23,【岗位职责】1.负责分公司客户纸质档案资料的统一管理，建立、完善分公司客户资料档案管理及保存制度；2.负责对下属营业网点的档案管理工作进行协助、指导、监督及检查；3.负责档案资料的日常管理工作，包括档...
理财经理（思明区鹭江道）,国信证券股份有限公司福建分公司,厦门市思明区、厦门市、福建省,7500,本科,2019-5-6 14:23,【岗位职责】：1、通过各种渠道进行客户的开发以及金融产品营销等工作；2、为客户提供专业的金融理财服务；3、负责收集市场信息；4、负责营销渠道拓展和维护；5、公司各项制度规定的其他职责及营业部交办...
理财经理（泉州营业部）,国信证券股份有限公司福建分公司,泉州市,4500,本科,2019-5-6 14:23,【工作职责】：1、证券交易客户的开发，公司业务推广及金融产品销售；2、应用公司资源和平台为客户提供金融服务。3、搜集、整理各种市场信息和客户建议，制定并实施市场拓展计划；4、配合团队完成工作目标，...
理财顾问（泉州营业部）,国信证券股份有限公司福建分公司,泉州市,4500,本科,2019-5-6 14:23,【工作职责】1、解读市场资讯和公司研究报告，跟踪研究市场、行业、公司及新投资品种，提供投资咨询服务；2、证券投资咨询类服务产品研发、客户投资行为分析和服务维护、营销支持；3、配合营业部各类投资主...
机构业务项目经理（泉州营业部）,国信证券股份有限公司福建分公司,泉州市,7500,本科,2019-5-6 14:23,通过证券从业资格考试，有证券、银行、基金等金融行业工作经验者优先。岗位人员将享受国信证券全职正式员工的良好薪酬及福利体系，并由公司统一缴纳社保、医保、失业保险、住房公积金等。同时，我们还将为您提供清晰...
理财经理（湖里区）,国信证券股份有限公司福建分公司,厦门市,6000,本科,2019-5-6 14:23,【岗位职责】：1、通过各种渠道进行客户的开发以及金融产品营销等工作；2、为客户提供专业的金融理财服务；3、负责收集市场信息；4、负责营销渠道拓展和维护；5、公司各项制度规定的其他职责及营业部交办...
市场经理,厦门祥智投资有限公司,厦门市思明区,9000,中专,2019-5-6 13:55,岗位职责：1、熟练掌握公司业务、有过股票T0相关从业经验，熟悉私募基金产品知识及相关工作流程；2、积极开拓私募基金营销渠道，配合产品、投研部门开展基金营销策划活动；3、走访潜在客户，为客户提供金...
副总裁助理,福诚（厦门）贸易有限公司,泉州市,8000,本科,2019-5-6 13:37,岗位职责1、协助副总裁做好金融业务推进、各平台协调、团队以品牌建设、公司宣传等日常事务。2、参与副总裁与政府部门、金融与类金融机构、行业协会、保险、证券等主要合作单位的项目谈判，搜集整理项目资料，协...
运营助理,厦门中略投资管理有限公司,厦门市思明区,4500,大专,2019-5-6 12:19,岗位职责：1、负责私募基金产品成立、备案、开户等流程；2、完成公司基金运营管理工作，包括发行产品的日常申赎，涉及产品的各项费用的划付，信息披露、备案信息更新等；3、解读跟踪基金业法律法规，做好公司...
客服专员,厦门国傲科技股份有限公司,厦门市思明区,7500,,2019-5-6 11:14,岗位职责：    通过公司平台电话联系客户，对逾期未还款客户提前电话提醒。任职要求：1、 热爱电话销售工作，良好的沟通能力和应变能力。2、 激情，勇于进取和挑战自我。3、 有电话销售经验者优先。...
金融,厦门信诚达信息咨询服务有限公司,厦门市海沧区,7500,初中,2019-5-6 11:10,岗位职责：1、负责拓展销售渠道，开发新客户，销售公司的金融产品；2、负责收集市场信息和客户建议，向客户传递公司产品与服务信息；3、负责向客户提供与银行业务相关的服务工作；4、负责开发与公司合作的终...
咨询支持岗,平安普惠投资咨询有限公司厦门七星路分公司,厦门市思明区,6000,本科,2019-5-6 11:05,一、职位要求1、协助咨询中心总监进行日常工作的管理，及配合团队做好后台支持工作；2、各类业务报表制作及发送；3、中心人事管理工作；4、中心日常运营工作（办公用品领用、复印等）。二、任职要求1、...
董事长助理（业务岗）,厦门地五道投资管理有限公司,福建省、厦门市,16000,大专,2019-5-6 10:42,岗位职责：1、协助公司董事进行基金业务拓展，建立有粘性的长期合作关系；2、了解市场投资产品，协助客户进行资产配置；3、能向外部清晰的介绍公司的发展方向和投资策略；4、表现优秀者，公司给与配套业务资...
"基金销售顾问
                            [兼职]",厦门地五道投资管理有限公司,福建省、厦门市,0,,2019-5-6 10:42,岗位职责：1、销售公司发行的私募基金产品，和客户建立有粘性的长期关系；2、了解市场投资产品，协助客户进行资产配置；3、能向外部清晰的介绍公司的投资策略。任职资格：1、必须持有基金从业资格证书；...
基金销售经理,厦门地五道投资管理有限公司,福建省、厦门市,16000,高中,2019-5-6 10:42,岗位职责：1、协助公司董事进行基金业务拓展，建立有粘性的长期合作关系；2、了解市场投资产品，协助客户进行资产配置；3、能向外部清晰的介绍公司的发展方向和投资策略；4、表现优秀者，公司给与配套业务资...
基金助理,泛鼎（厦门）投资管理有限公司,厦门市思明区,4000,,2019-5-6 10:02,职位描述：1、协助基金经理日常事务工作；2、协助基金经理对重点投资个股进行实地调研和动态跟踪；3、协助基金经理制定基金投资策略，构建投资组合，通过市场分析、品种选择把握基金投资机会，并在基金经理的...
投资经理,泛鼎（厦门）投资管理有限公司,厦门市思明区,15000,本科,2019-5-6 10:02,职位描述：1、对拟投资项目进行调查分析，并撰写可行性研究报告；2、负责IPO咨询、资产重组、基金募集等资本运作项目方案制定与实施；3、进行投后项目管理，建立投资企业运营监控与评价指标体系，组织开展投资...
基金经理,泛鼎（厦门）投资管理有限公司,厦门市思明区,15000,,2019-5-6 10:02,职位描述：1、负责基金产品的设计、研发，制定相应的风险控制措施；2、进行市场调研，并制定产品发行计划及项目推介资料；3、开拓及维护产品供应商及客户，保持良好的关系；4、基金产品的内外部培训。 ...
投融资总监,厦门不古网络科技有限公司,福建省、厦门市,11500,,2019-5-6 10:01,岗位职责：1、依据公司战略目标，负责融资业务及方案的设计；2、根据公司发展需要，寻找融资资本，全面规划投融资项目；3、从财务角度预测并评估投融资可能存在的风险，制定应急措施，尽量减少公司的损失；4...
招商总监,厦门不古网络科技有限公司,厦门市、福建省,11500,大专,2019-5-6 10:01,招商投资总监：岗位职责：1、负责福建区域加盟商的接待和洽谈，并对欲加盟商家进行详尽的评估2、负责加盟商前期的经营策划，以及后期的经营指导和运营管理工作3、负责福建省各城市合伙人招募4、贯彻落实公...
银行法务人员,厦门鑫中诚资产管理有限公司,厦门市、厦门市思明区,6000,中专,2019-5-6 9:01,一、岗位要求：1、有上进心，能与企业共同发展共同进步；2、良好的沟通能力、谈判能力、口齿清楚、反应灵敏、逻辑思维清晰，熟悉电脑操作基本流程；3、工作态度积极进取、抗压能力强、具有良好的团队合作意识...
线上拍卖师,不二城（厦门）科技有限公司,厦门市,0,,2019-5-5 17:29,岗位职责：1、负责组织公司的各项艺术收藏品及产品线上拍卖活动，主持产品线上拍卖会（能适应加班）；2、负责拟定线上拍卖相关制度的制定和完善；3、负责对共同参与线上拍卖的相关工作人员进行培训；4、负责...
主持人 急,不二城（厦门）科技有限公司,厦门市思明区,15000,大专,2019-5-5 17:28,岗位职责：1、主动学习产品知识，向客户介绍产品内容，实时把握客户需求。2、与线上客户进行交流互动，活跃直播气氛，线上拍卖产品，维护频道文明、健康秩序，同时促成交易，提升销售业绩。3、了解和搜集网络...
会计（全日制本科学历）,厦门湖里万达广场商业管理有限公司,厦门市湖里区、厦门市,5750,本科,2019-5-5 15:23,岗位职责：1、依据相关财务制度与规定编制录入会计凭证，处理会计账务，编报会计报表；2、负责编报预算及决算报表，提供预算控制和分析数据； 3、依据国家税收制度，计算应交纳税金，统计、填制纳税申报并及时...
风险经理,厦门富德胜创业投资有限公司,厦门市,5500,本科,2019-5-5 14:55,岗位职责：1、调查、审核及评价项目，评价业务相关信息的可靠性、完整性、可行性；2、参与项目评审，根据项目具体情况提出风险防范建议；3、协助监管项目实施过程，提出风险预警，控制项目风险；4、协助建立...
客户服务顾问,银谷财富（北京）投资管理有限公司厦门分公司,厦门市思明区,5500,大专,2019-5-5 14:35,岗位职责： 1、根据公司产品特点，为客户建立、提供专业的资产管理咨询服务；  2、根据业务要求，定期做客户回访，做好老客户维护和再开发，主动、积极地为客户提供各类理财产品； 3、完成销售经理制定的销售...
客户服务顾问,银谷财富（北京）投资管理有限公司厦门分公司,厦门市、厦门市思明区,9000,大专,2019-5-5 14:35,岗位职责： 1、根据公司产品特点，为客户建立、提供专业的资产管理咨询服务； 2、根据业务要求，定期做客户回访，做好老客户维护和再开发，主动、积极地为客户提供各类产品； 3、完成销售经理制定的销售目标；...
客户服务经理,银谷财富（北京）投资管理有限公司厦门分公司,厦门市、厦门市思明区,12000,大专,2019-5-5 14:35,岗位职责： 1、根据公司产品特点，为客户建立、提供专业的资产管理咨询服务； 2、根据业务要求，定期做客户回访，做好老客户维护和再开发，主动、积极地为客户提供各类金融产品； 3、完成销售经理制定的销售目...
实习研究员,厦门汇熙资产管理有限公司,厦门市思明区,6000,本科,2019-5-5 11:15,职位描述：1、配合投资经理，对证券投资进行行业分析、公司研究，数据收集，完成行业及公司初步研究；2、收集、查找执行项目所需素材和数据，并能对搜集的资料进行整理、归纳并且加以验证；？3、通过财务数据...
投资经理,森田投资集团有限公司,厦门市思明区,0,,2019-5-5 11:13,岗位职责：  1、负责集团投资项目的开发及项目洽谈；  2、 负责项目投资的可行性分析，评价项目投资可行性及风险性；完成项目相关的市场分析、技术分析、财务分析、评估分析、投资方案设计等报告的编写； 3、负责公...
投行经理,红豆子（厦门）投资管理有限公司,厦门市思明区,12500,本科,2019-5-5 10:49,岗位职责：1．与投资并购界保持良好关系，组织业务团队寻找优质项目；2．协调公司内外部资源，制定并组织实施各类投资项目整合方案；3．开展项目的尽职调查、交易、架构设计、谈判等操作，参与完成投资项目；...
高级投资经理/投资经理,红豆子（厦门）投资管理有限公司,厦门市,10000,本科,2019-5-5 10:49,"职位职责和职位要求1、	开发、维护VC/PE、券商直投、三方财富、上市公司、企业投资部门等机构，建立业务合作，了解基金情况、投资偏好、投决流程等；2、	参与公司项目立项会、启动会、研究了解项目情况，筛选潜..."
投资经理,红豆子（厦门）投资管理有限公司,厦门市、厦门市思明区,12500,本科,2019-5-5 10:49,职位职责和职位要求：岗位职责：1. 根据公司关注的行业进行资源挖掘、资料收集，负责寻找和筛选有投资价值的股权投资机会；2. 负责私慕股权基金项目投资事务，包括项目寻找、投资分析、尽职调查、投资方案设计...
基金业务经理,红豆子（厦门）投资管理有限公司,厦门市,0,本科,2019-5-5 10:49,1、负责公司各类基金、各投资项目的资金募集工作，开拓、维护各种募资渠道，完成业务发展的募资目标；2、参与设计、研发私募基金产品；3、与各银行、知名企业、信托、协会、券商、高净值客户等募资资源及渠道建...
募资经理,红豆子（厦门）投资管理有限公司,厦门市,0,本科,2019-5-5 10:49,岗位职责：1、负责公司各类基金、各投资项目的资金募集工作，开拓、维护各种募资渠道，完成业务发展的募资目标；2、参与设计、研发私募基金产品；3、与各银行、知名企业、信托、协会、券商、高净值客户等募资...
投资研究员,红豆子（厦门）投资管理有限公司,厦门市思明区,10000,本科,2019-5-5 10:49,岗位要求：1、负责对投资项目的前期市场调研、行业研究分析并撰写研究报告；2、负责撰写项目方案、项目建议书，为项目开展提供支持；3、参与尽职调查、撰写尽职调查报告；4、参与对投资项目的后续管理工作。...
商务助理,厦门登云实嘉股权投资基金管理有限公司,厦门市、厦门市湖里区,4000,大专,2019-5-5 10:29,关键词：形象气质佳，沟通能力好，应变能力强，遇场面淡定，做事情得体职责描述：1、协助上级领导进行客户对接及客户维护工作；2、与客户保持良好沟通，实时把握客户需求，为客户提供主动、热情、满意、周到的...
助理分析师,厦门登云实嘉股权投资基金管理有限公司,厦门市湖里区,0,硕士研究生,2019-5-5 10:29,职责描述：1、掌握基本的经济学理论，能运用相关分析框架及知识，研究行业投融资情况并形成相关分析报告；2、配合公司领导，协助开展公司在投资领域的投资与运营事务，深度走访调研行业产业，参与拟投资项目尽职...
客户经理,恒阳资本管理有限公司,厦门市、浙江省、福州市、江苏省,15000,,2019-4-30 17:57,1、负责金融产品的销售工作；2、开发新客户，维护老客户，协助售后技术人员解决客户问题；3、制定销售计划，完成销售指标；4、一年左右的金融行业工作经验。任职要求：1、年龄21-40岁，大专以上学历；身体...
金融业务部经理,恒阳资本管理有限公司,厦门市思明区,25000,大专,2019-4-30 17:57,1、 承担KPI 考核，以标准业绩、团队规模、利润贡献率、有效客户为经营主线；2、 组建和管理不少于30人团队，使分公司人力达到各经营周期要求；3、 团队成员的日常培训、辅导及陪同拜访；4、 组织团队各项管理...
财务规划师,恒阳资本管理有限公司,厦门市、厦门市思明区、厦门市湖里区,18000,大专,2019-4-30 17:57,1、 承担KPI 考核，以标准业绩、团队规模、利润贡献率、有效客户为经营主线；2、 组建和管理不少于30人团队，使分公司人力达到各经营周期要求；3、 团队成员的日常培训、辅导及陪同拜访；4、 组织团队各项管理...
培训讲师,恒阳资本管理有限公司,厦门市、厦门市思明区、厦门市湖里区,8000,本科,2019-4-30 17:57,岗位职责：1. 根据公司战略规划，制定业务培训工作规划，并检查、监督、指导分公司的培训工作； 2. 参与客户培训需求调查分析，了解行业现状，策划培训内容；3.根据公司业务发展要求，组织开发培训课程及培训...
投资顾问,恒阳资本管理有限公司,厦门市、厦门市思明区、厦门市湖里区,9000,大专,2019-4-30 17:57,1、负责金融产品的销售工作；2、开发新客户，维护老客户，协助售后技术人员解决客户问题；3、制定销售计划，完成销售指标；4、一年左右的金融行业工作经验。任职要求：1、年龄21-40岁，大专以上学历；身体健...
销售代表（厦门分公司）,恒阳资本管理有限公司,厦门市、厦门市思明区、厦门市湖里区,16000,大专,2019-4-30 17:57,天首集团旗下目前有天首基金、实业天池钼业（国资控股25%）、上市公司天首发展（股票代码：000611）、公募基金公司天治基金、财富管理恒阳资本等子品牌。技能要求：激励管理，财务管理，绩效管理，领导力，KPI考核...
营业部经理,恒阳资本管理有限公司,厦门市思明区,15000,大专,2019-4-30 17:57,1、承担KPI 考核，以标准业绩、团队规模、利润贡献率、有效客户为经营主线；2、组建和管理不少于30人团队，使分公司人力达到各经营周期要求；3、团队成员的日常培训、辅导及陪同拜访；4、组织团队各项管理会议...
投资者关系（IR）负责人,厦门青瓦投资管理有限公司,厦门市,17500,本科,2019-4-30 17:11,职位描述：1、定期进行投资机构拜访，信息收集与更新，维护投资人关系；2、根据投资人所提供的项目诉求，推送相关项目，增加项目触达，测试投资人细分领域；3、搜集并整理机构信息，拓展新成立基金，制定合作...
业务部经理助理,金稻穗（厦门）资产管理有限公司,厦门市思明区,6250,大专,2019-4-30 15:19,1、全面负责业务部门工作开展；2、负责融资业务拓展，完成下达的各项业务指标；3、负责客户拜访、沟通、谈判和签约等工作，以及公司内外部流程推进；3、负责融资、项目收购的设计、初步谈判和操作实施；4、...
项目经理（保理业务）,健路宝（厦门）健康产业有限公司,厦门市湖里区、四川省,7500,本科,2019-4-30 14:45,岗位职责：1、负责保理业务相关合同的执行与操作，定期放款并跟进回款；2、日常查看保理系统提交的运单，定期审核；3、与IT人员对接APP研发相关事宜；4、与客户及同行间的联系沟通，做好应收账款的日常管理...
总经理助理,厦门我思科技有限公司,厦门市思明区,7000,大专,2019-4-30 14:37,"岗位职责：1、	协助销售经理跟踪业务流程，包括与客户进行协商、洽谈、配合等；2、	业务单据跟进、数据汇总等；3、	协助部门接待国内外客户；4、	负责对接公司及外联部门的日常英语邮件的收发及翻译工作；..."
行业研究员,厦门市融开资产管理有限公司,厦门市思明区,11500,,2019-4-30 14:08,职责描述：1、跟踪行业（生物医药、电子新能源、化工、TMT、大消费行业）和上市公司动态，分析和判断行业发展前景，收集和梳理行业数据，撰写跟踪点评报告、深度报告，形成自己独立的思考与观点；2、前瞻预判并...
交易员,厦门市融开资产管理有限公司,厦门市思明区,5500,本科,2019-4-30 14:08,"岗位职责：1、执行交易指令,保证交易执行结果的较低成本控制和及时、迅速、准确,保证交易执行的合法合规性及各基金间利益的公平；2、及时反馈盘面异常变化和交易指令执行中出现的问题,对交易中发现异常情况和出..."
金融/分析师,厦门丰鑫荣投资管理有限公司,厦门市集美区,4750,,2019-4-29 21:17,证券，股票的买卖。
客户经理（财务公司）,七匹狼控股集团股份有限公司,厦门市,0,本科,2019-4-29 17:58,岗位职责：1.负责客户维护和拓展工作，及时响应客户的需求和建议，提出具体措施和反馈意见，并牵头跟踪落实；2.负责完成客户的综合授信、信用评级、贷后检查、五级分类等各项信贷业务相关工作；负责落实信贷业务...
分析员（七匹狼控股）,七匹狼控股集团股份有限公司,厦门市,0,,2019-4-29 17:58,岗位职责：1、对经济周期、宏观经济形势进行持续性跟踪及研究分析；2、对金融改革形势、产业支持及发展政策、创新业务发展动态进行研究分析；3、参与公司、部门的专题研究工作，撰写研究报告；任职要求：...
投顾岗位（初、中级）,华福证券有限责任公司厦门分公司,厦门市思明区,12000,硕士研究生,2019-4-29 16:20,岗位介绍      总部零售经纪与财富管理业务条线，分公司设立财富中心，为旗下厦门20余家营业部的中高端客户服务。拟招聘不超过3人。目前同时在投顾产品方面扩充品类，包括股票、基金、债券、期权、两融等种类。上...
计财部负责人,华福证券有限责任公司厦门分公司,厦门市思明区,12500,硕士研究生,2019-4-29 16:20,岗位职责：1.在公司财务管理制度和考核政策等总体框架下，负责细化、评估、完善分公司各项财务管理、考核制度及办法，并组织实施、管理和监督执行2.负责分公司及下属营业部财务预算的编制、调整、跟踪和分析工作...
财务助理,华福证券有限责任公司厦门分公司,厦门市思明区,7000,硕士研究生,2019-4-29 16:20,岗位职责：1.负责分公司下辖各单位日常费用报销的审核，确保各单位费用开支的合法、合规以及预算的有效执行；2.负责分公司下辖各单位会计凭证的编制，确保凭证附件齐全、手续完整； 3.负责分公司下辖各单位会...
投顾中心负责人,华福证券有限责任公司厦门分公司,厦门市思明区,12500,硕士研究生,2019-4-29 16:20,岗位职责：1、负责分公司投顾中心投资顾问服务的相关业务组织和策划，及分公司投顾服务体系的建立、负责相关客户数据分析及经营分析；2、带领营业部投顾客服团队、理财团队开展客户营销及服务工作；3、...
机构业务专员,华福证券有限责任公司厦门分公司,厦门市思明区,7000,本科,2019-4-29 16:20,岗位职责:1.完成开户引进资产，产品销售等基础业务工作。2.熟悉资本市场创新业务，承揽各类投资业务（股权投资、一二级市场投资等）、融资业务（上市公司股权质押业务、公司债、企业债等）、投行业务（IPO、定增...
渠道专员,华福证券有限责任公司厦门分公司,厦门市,7000,本科,2019-4-29 16:20,1、负责跟踪服务银行客户；2、保持与银行渠道的沟通及开拓，维护公司与银行的关系；3、负责收集市场信息和客户建议，向客户传递公司产品与服务信息；4、负责向客户提供与证券经纪业务相关的服务工作；5、负...
投资经理（高级）,华福证券有限责任公司厦门分公司,厦门市思明区,15000,本科,2019-4-29 16:20,岗位职责:1.开发和服务客户，为客户提供资产配置建议与解决方案；2.在满足客户适当性等要求情况下，向客户推荐和销售金融产品及相关服务，以及经纪业务等；3.开展集团零售类业务的协同与交叉销售等工作，协助...
证券经纪人,华福证券有限责任公司厦门分公司,厦门市、漳州市、龙岩市,11500,高中,2019-4-29 16:20,岗位职责：1、具有较好的客户与渠道资源储备，能够有效开发客户与渠道资源；2、具备市场开拓能力、良好的客户沟通能力及关系管理能力；3、具有自律和自我驱动能力，具有高度的工作热情；岗位要求：1、高中...
营业部总经理,华福证券有限责任公司厦门分公司,厦门市,16000,本科,2019-4-29 16:20,岗位职责：全面负责营业部经营管理工作，完成公司下达的经营目标。任职要求：1、38周岁以下，大学本科及以上学历；2、具有证券从业资格，从事证券工作5年以上或金融工作8年以上，其中要求团队管理经历3年以...
投资经理,华福证券有限责任公司厦门分公司,厦门市,11500,本科,2019-4-29 16:20,岗位职责：1、服务营业部特定存量客户，深度做好客户关系服务和价值挖掘；2、销售完成公司下发的理财产品考核； 3、通过特定金融渠道深度开发新增客户；4、负责提供研究服务支持，根据营业部的需求提供全方...
工程保函担保经理,厦门市融资担保有限公司,厦门市思明区,0,本科,2019-4-29 15:42,1、3年以上相关工作经验。2、重点院校本科及以上学历，专业不限。3、有较强的沟通与谈判、文字撰写能力，能够独立负责工程保函担保项目受理。4、为人正直、勤于学习。
投资顾问,华福证券有限责任公司厦门分公司,厦门市,15000,本科,2019-4-29 15:41,岗位职责：1、负责特定金融渠道市场拓展和关系运营；2、负责特定金融渠道投资服务全年规划、客户关系服务建设；3、负责营业部创新业务支持工作；4、责营业部综合金融产品推广销售。岗位要求：1、重点...
厦门金圆产业发展有限公司金融业务部期货业务经理,厦门金圆投资集团有限公司,厦门市,0,本科,2019-4-29 14:59,岗位职责：1、负责期货及现货产品的研究与分析，把握业务机会，并上报领导具体业务方案，审批通过后具体执行业务方案。2、拟定套期业务保值方案，与交易所、期货公司及市场各方面沟通，及时把握期现货业务动态。...
集团投资管理部经理/高级经理,厦门金圆投资集团有限公司,厦门市,0,本科,2019-4-29 14:59,一、岗位职责说明：1.研究“一行三会”等相关行业主管部门的监管要求与限制；2.与市级相关行政部门沟通协调，落实政府批文等必要文件；3.对潜在投资项目进行前期调研和论证，形成项目建议书、框架协议等立项文...
资产管理公司业务经营岗,厦门金圆投资集团有限公司,厦门市思明区,0,本科,2019-4-29 14:59,一、岗位职责1）负责对资产收购项目启动、尽职调查活动和报告、营销活动和报告、处置方式选择和方案提交，以及处置实施、资产回收、项目终结过程的操作；2）负责资产处置公告、尽职调查报告、估值评估、项目方案...
数据分析员,厦门市华朴投资咨询有限公司,厦门市湖里区,4250,,2019-4-29 14:30,[岗位职责]1、进行现货、期货数据收集整理2、对现有的数据进行编辑及制图3、领导交代的其他工作[任职要求]1、统计学、数学或计算机、数理统计或数据挖掘专业方向相关专业；2、具有较强逻辑数据分析、...
期货交易员,厦门市华朴投资咨询有限公司,厦门市湖里区,15000,本科,2019-4-29 14:30,【岗位要求】 1、本科以上学历，金融、投资专业应届毕业生优先；2、28岁以下细心耐心、反应迅速，谦虚好学，持之以恒；3、熟悉电脑操作，对以交易为主的工作形式有浓厚兴趣。 【岗位职责】1、负责公司...
银行信用卡催收-泉州,信达利（福州）企业管理咨询有限公司,福建省、泉州市,0,中专,2019-4-29 8:36,① 协助银行处理信用卡账款；② 对信用卡逾期客户进行电话催收，提醒并督促及时还款并告知正确的还款方式；③ 绝无销售成分、不受经济周期影响、踏实不求人。岗位要求：②  年龄25-40周岁，男女不限。② ...
融资项目经理,厦门市佰慧通资产管理有限公司,厦门市思明区,9000,本科,2019-4-28 20:28,岗位职责：1、对接公司融资业务，统筹业务项目的贷前和贷中管理，使业务有序落地；2、审查业务项目材料的合规性及完整性，完成调查评估、报告分析，风险管控；3、完成各项业务贷后管理，做好客户管理。岗...
总经理助理,厦门市佰慧通资产管理有限公司,厦门市思明区,6500,本科,2019-4-28 20:28,【岗位职责】：1、协助总经理完成业务的洽谈、跟踪和落地；2、协助公司事项的落地、跟踪和反馈；3、完成总经理交待的其他任务。【任职要求】：1、为人正直、诚实、热情，作风正派；  2、有高度的责任...
金融产品顾问（广东佛山）,北京融时代资产管理有限公司,佛山市,15000,大专,2019-4-28 18:05,"岗位职责：1,拜访投资公司，银行客户经理，房产中介等与房产和金融相关的渠道。2、开发新客户，维护老客户，与客户建立长期良好的关系，完成个人销售业绩目标；3、做好每周销售情况汇报，积极反馈销售及市场信..."
权证专员,北京融时代资产管理有限公司,厦门市思明区,7000,本科,2019-4-28 18:05,岗位职责：1、去银行核实客户贷款信息2、陪同客户到银行还款，扣押并保管相关证件；3、陪同客户办理买卖手续；4、配合银行客户经理办理客户贷款事宜；5、控制客户账号，保证公司放款资金安全；6、提供客...
风控总监（财务尽调方向）,厦门群贤汇康股权投资管理有限公司,厦门市思明区,12500,本科,2019-4-28 17:05,风控总监岗位职责：1、负责公司风控体系建设，制定相应政策、流程和程序，建立风控测量和预警机制，完善内部风险评级及评估报告、监控体系；2、参与项目组，负责对投资项目的财务尽调、风险分析和监测工作，进...
交易员,厦门市乾瀚投资管理有限公司,厦门市思明区、厦门市、福建省,11500,,2019-4-28 15:52,岗位职责：1、对金融投资领域有浓厚的兴趣，立志成长为优秀的理财能手；2、具备较好的判断和执行能力；3、具有良好的自我学习能力与团队合作精神；4、对数字的变化具有较强的敏感性；5、时时掌握市场动态...
理财经理,国泰通汇股权投资基金管理（北京）有限公司厦门分公司,厦门市思明区,6000,中专,2019-4-28 14:13,岗位职责：1、开拓目标客户，发展潜在客户；2、做好客户沟通、服务，维护客户关系；3、扩大业务范围；4、积极配合业务团队，完成团队业绩指标。岗位要求：1、学历中专及以上，专业不限，性格坚韧、善于...
渠道专员,国泰通汇股权投资基金管理（北京）有限公司厦门分公司,厦门市思明区,5250,大专,2019-4-28 14:13,1、负责厦门区域渠道的拓展及维护2、与厦门地区中、高端单位及群体建立长期合作关系3、为销售部门提供优质、高端人脉资源、保证销售部门有充足的客户来源4、做好本区域营销策划与组织营销方案
团队经理,国泰通汇股权投资基金管理（北京）有限公司厦门分公司,厦门市思明区,20000,本科,2019-4-28 14:13,岗位职责：1.负责建设管理团队，拓展业务，管理工作；2.负责辅导新人培训，同时帮助团队成员谈单，促成交；3.负责有意向客户进行跟踪，与客户沟通建立客户关系，完成上级设定的目标；4.负责本团队人员的招募...
营业部经理,国泰通汇股权投资基金管理（北京）有限公司厦门分公司,厦门市思明区,25000,本科,2019-4-28 14:12,1.负责建设管理团队，拓展业务，管理工作；2.负责辅导新人培训，同时帮助团队成员谈单，促成交；3.负责有意向客户进行跟踪，与客户沟通建立客户关系，完成上级设定的目标；4.负责本团队人员的招募，能够对团队...
